2021-10-13 17:00:16.413 [main] INFO  org.example.App - Entity{id=0, name='null', surname='null'}
2021-10-13 17:19:49.055 [main] INFO  org.example.App - Entity{id=2, name='name 2', surname='surname 2'}

2021-10-13 17:19:49.056 [main] INFO  org.example.App - Entity{id=3, name='name 3', surname='surname 3'}

2021-10-13 17:19:49.056 [main] INFO  org.example.App - Entity{id=4, name='name 4', surname='surname 4'}

2021-10-13 17:19:49.056 [main] INFO  org.example.App - Entity{id=5, name='name 5', surname='surname 5'}

2021-10-13 17:19:49.056 [main] INFO  org.example.App - Entity{id=6, name='name 6', surname='surname 6'}

2021-10-13 17:19:49.056 [main] INFO  org.example.App - Entity{id=7, name='name 7', surname='surname 7'}

2021-10-13 17:19:49.057 [main] INFO  org.example.App - Entity{id=8, name='name 8', surname='surname 8'}

2021-10-13 17:19:49.057 [main] INFO  org.example.App - Entity{id=9, name='name 9', surname='surname 9'}

2021-10-13 17:20:02.203 [main] INFO  org.example.App - Entity{id=0, name='name 0', surname='surname 0'}
2021-10-13 17:20:02.206 [main] INFO  org.example.App - Entity{id=1, name='name 1', surname='surname 1'}
2021-10-13 17:20:02.206 [main] INFO  org.example.App - Entity{id=2, name='name 2', surname='surname 2'}
2021-10-13 17:20:02.206 [main] INFO  org.example.App - Entity{id=3, name='name 3', surname='surname 3'}
2021-10-13 17:20:02.206 [main] INFO  org.example.App - Entity{id=4, name='name 4', surname='surname 4'}
2021-10-13 17:20:02.207 [main] INFO  org.example.App - Entity{id=5, name='name 5', surname='surname 5'}
2021-10-13 17:20:02.207 [main] INFO  org.example.App - Entity{id=6, name='name 6', surname='surname 6'}
2021-10-13 17:20:02.207 [main] INFO  org.example.App - Entity{id=7, name='name 7', surname='surname 7'}
2021-10-13 17:20:02.207 [main] INFO  org.example.App - Entity{id=8, name='name 8', surname='surname 8'}
2021-10-13 17:20:02.207 [main] INFO  org.example.App - Entity{id=9, name='name 9', surname='surname 9'}
2021-10-13 17:39:08.659 [main] INFO  org.example.App - Entity{id=0, name='name 0', surname='surname 0'}
2021-10-13 17:39:08.669 [main] INFO  org.example.App - Entity{id=1, name='name 1', surname='surname 1'}
2021-10-13 17:39:08.669 [main] INFO  org.example.App - Entity{id=2, name='name 2', surname='surname 2'}
2021-10-13 17:39:08.670 [main] INFO  org.example.App - Entity{id=3, name='name 3', surname='surname 3'}
2021-10-13 17:39:08.670 [main] INFO  org.example.App - Entity{id=4, name='name 4', surname='surname 4'}
2021-10-13 17:39:08.671 [main] INFO  org.example.App - Entity{id=5, name='name 5', surname='surname 5'}
2021-10-13 17:39:08.671 [main] INFO  org.example.App - Entity{id=6, name='name 6', surname='surname 6'}
2021-10-13 17:39:08.672 [main] INFO  org.example.App - Entity{id=7, name='name 7', surname='surname 7'}
2021-10-13 17:39:08.672 [main] INFO  org.example.App - Entity{id=8, name='name 8', surname='surname 8'}
2021-10-13 17:39:08.673 [main] INFO  org.example.App - Entity{id=9, name='name 9', surname='surname 9'}
2021-10-13 17:43:16.850 [main] INFO  org.example.App - Entity{id=4, name='name 4', surname='surname 4'}
2021-10-13 17:43:33.088 [main] INFO  org.example.App - Entity{id=0, name='name 0', surname='surname 0'}
2021-10-13 17:43:33.094 [main] INFO  org.example.App - Entity{id=1, name='name 1', surname='surname 1'}
2021-10-13 17:43:33.094 [main] INFO  org.example.App - Entity{id=2, name='name 2', surname='surname 2'}
2021-10-13 17:43:33.094 [main] INFO  org.example.App - Entity{id=3, name='name 3', surname='surname 3'}
2021-10-13 17:43:33.095 [main] INFO  org.example.App - Entity{id=4, name='name 4', surname='surname 4'}
2021-10-13 17:43:33.095 [main] INFO  org.example.App - Entity{id=5, name='name 5', surname='surname 5'}
2021-10-13 17:43:33.095 [main] INFO  org.example.App - Entity{id=6, name='name 6', surname='surname 6'}
2021-10-13 17:43:33.095 [main] INFO  org.example.App - Entity{id=7, name='name 7', surname='surname 7'}
2021-10-13 17:43:33.096 [main] INFO  org.example.App - Entity{id=8, name='name 8', surname='surname 8'}
2021-10-13 17:43:33.096 [main] INFO  org.example.App - Entity{id=9, name='name 9', surname='surname 9'}
2021-10-13 18:07:12.919 [main] INFO  org.example.App - Entity{id=0, name='name 0', surname='surname 0'}
2021-10-13 18:07:12.923 [main] INFO  org.example.App - Entity{id=1, name='name 1', surname='surname 1'}
2021-10-13 18:07:12.924 [main] INFO  org.example.App - Entity{id=2, name='name 2', surname='surname 2'}
2021-10-13 18:07:12.924 [main] INFO  org.example.App - Entity{id=3, name='name 3', surname='surname 3'}
2021-10-13 18:07:12.924 [main] INFO  org.example.App - Entity{id=4, name='name 4', surname='surname 4'}
2021-10-13 18:07:12.925 [main] INFO  org.example.App - Entity{id=5, name='name 5', surname='surname 5'}
2021-10-13 18:07:12.925 [main] INFO  org.example.App - Entity{id=6, name='name 6', surname='surname 6'}
2021-10-13 18:07:12.925 [main] INFO  org.example.App - Entity{id=7, name='name 7', surname='surname 7'}
2021-10-13 18:07:12.925 [main] INFO  org.example.App - Entity{id=8, name='name 8', surname='surname 8'}
2021-10-13 18:07:12.928 [main] INFO  org.example.App - Entity{id=9, name='name 9', surname='surname 9'}
2021-10-13 18:09:17.088 [main] INFO  org.example.App - Entity{id=0, name='name 0', surname='surname 0'}
2021-10-13 18:09:17.092 [main] INFO  org.example.App - Entity{id=1, name='name 1', surname='surname 1'}
2021-10-13 18:09:17.092 [main] INFO  org.example.App - Entity{id=2, name='name 2', surname='surname 2'}
2021-10-13 18:09:17.093 [main] INFO  org.example.App - Entity{id=3, name='name 3', surname='surname 3'}
2021-10-13 18:09:17.093 [main] INFO  org.example.App - Entity{id=5, name='name 5', surname='surname 5'}
2021-10-13 18:09:17.093 [main] INFO  org.example.App - Entity{id=6, name='name 6', surname='surname 6'}
2021-10-13 18:09:17.093 [main] INFO  org.example.App - Entity{id=7, name='name 7', surname='surname 7'}
2021-10-13 18:09:17.093 [main] INFO  org.example.App - Entity{id=8, name='name 8', surname='surname 8'}
2021-10-13 18:09:17.093 [main] INFO  org.example.App - Entity{id=9, name='name 9', surname='surname 9'}
2021-10-13 18:16:18.267 [main] INFO  org.example.App - null
2021-10-13 18:17:53.315 [main] INFO  org.example.App - null
2021-10-13 18:18:29.219 [main] INFO  org.example.App - null
2021-10-13 18:18:29.252 [main] INFO  org.example.App - Entity{id=0, name='name 0', surname='surname 0'}
2021-10-13 18:18:29.252 [main] INFO  org.example.App - Entity{id=1, name='name 1', surname='surname 1'}
2021-10-13 18:18:29.253 [main] INFO  org.example.App - Entity{id=3, name='name 3', surname='surname 3'}
2021-10-13 18:18:29.253 [main] INFO  org.example.App - Entity{id=5, name='name 5', surname='surname 5'}
2021-10-13 18:18:29.253 [main] INFO  org.example.App - Entity{id=6, name='name 6', surname='surname 6'}
2021-10-13 18:18:29.253 [main] INFO  org.example.App - Entity{id=7, name='name 7', surname='surname 7'}
2021-10-13 18:18:29.253 [main] INFO  org.example.App - Entity{id=8, name='name 8', surname='surname 8'}
2021-10-13 18:18:29.254 [main] INFO  org.example.App - Entity{id=9, name='name 9', surname='surname 9'}
2021-10-13 18:26:00.762 [main] INFO  org.example.App - null
2021-10-13 18:26:00.812 [main] INFO  org.example.App - Entity{id=0, name='name 0', surname='surname 0'}
2021-10-13 18:26:00.812 [main] INFO  org.example.App - Entity{id=1, name='name 1', surname='surname 1'}
2021-10-13 18:26:00.813 [main] INFO  org.example.App - Entity{id=3, name='name 3', surname='surname 3'}
2021-10-13 18:26:00.814 [main] INFO  org.example.App - Entity{id=5, name='name 5', surname='surname 5'}
2021-10-13 18:26:00.814 [main] INFO  org.example.App - Entity{id=6, name='name 6', surname='surname 6'}
2021-10-13 18:26:00.814 [main] INFO  org.example.App - Entity{id=7, name='name 7', surname='surname 7'}
2021-10-13 18:26:00.814 [main] INFO  org.example.App - Entity{id=8, name='name 8', surname='surname 8'}
2021-10-13 18:26:00.815 [main] INFO  org.example.App - Entity{id=9, name='name 9', surname='surname 9'}
2021-10-13 18:26:00.861 [main] INFO  org.example.App - Entity{id=0, name='name 0', surname='surname 0'}
2021-10-13 18:26:00.862 [main] INFO  org.example.App - Entity{id=1, name='name 1', surname='surname 1'}
2021-10-13 18:26:00.862 [main] INFO  org.example.App - Entity{id=3, name='name 3', surname='surname 3'}
2021-10-13 18:26:00.865 [main] INFO  org.example.App - Entity{id=5, name='name 5', surname='surname 5'}
2021-10-13 18:26:00.866 [main] INFO  org.example.App - Entity{id=6, name='name 6', surname='surname 6'}
2021-10-13 18:26:00.866 [main] INFO  org.example.App - Entity{id=7, name='name 7', surname='surname 7'}
2021-10-13 18:26:00.866 [main] INFO  org.example.App - Entity{id=8, name='name 8', surname='surname 8'}
2021-10-13 18:26:00.867 [main] INFO  org.example.App - Entity{id=9, name='name 9', surname='surname 9'}
2021-10-13 18:26:00.867 [main] INFO  org.example.App - Entity{id=999, name='asdasd', surname='gjghj'}
2021-10-13 18:27:08.624 [main] INFO  org.example.App - Entity{id=0, name='name 0', surname='surname 0'}
2021-10-13 18:27:08.627 [main] INFO  org.example.App - Entity{id=1, name='name 1', surname='surname 1'}
2021-10-13 18:27:08.627 [main] INFO  org.example.App - Entity{id=2, name='name 2', surname='surname 2'}
2021-10-13 18:27:08.627 [main] INFO  org.example.App - Entity{id=3, name='name 3', surname='surname 3'}
2021-10-13 18:27:08.628 [main] INFO  org.example.App - Entity{id=4, name='name 4', surname='surname 4'}
2021-10-13 18:27:08.628 [main] INFO  org.example.App - Entity{id=5, name='name 5', surname='surname 5'}
2021-10-13 18:27:08.628 [main] INFO  org.example.App - Entity{id=6, name='name 6', surname='surname 6'}
2021-10-13 18:27:08.628 [main] INFO  org.example.App - Entity{id=7, name='name 7', surname='surname 7'}
2021-10-13 18:27:08.628 [main] INFO  org.example.App - Entity{id=8, name='name 8', surname='surname 8'}
2021-10-13 18:27:08.628 [main] INFO  org.example.App - Entity{id=9, name='name 9', surname='surname 9'}
2021-10-13 18:28:29.031 [main] INFO  org.example.App - Entity{id=0, name='name 0', surname='surname 0'}
2021-10-13 18:28:29.034 [main] INFO  org.example.App - Entity{id=1, name='name 1', surname='surname 1'}
2021-10-13 18:28:29.034 [main] INFO  org.example.App - Entity{id=2, name='name 2', surname='surname 2'}
2021-10-13 18:28:29.034 [main] INFO  org.example.App - Entity{id=3, name='name 3', surname='surname 3'}
2021-10-13 18:28:29.034 [main] INFO  org.example.App - Entity{id=4, name='name 4', surname='surname 4'}
2021-10-13 18:28:29.034 [main] INFO  org.example.App - Entity{id=5, name='name 5', surname='surname 5'}
2021-10-13 18:28:29.035 [main] INFO  org.example.App - Entity{id=6, name='name 6', surname='surname 6'}
2021-10-13 18:28:29.035 [main] INFO  org.example.App - Entity{id=7, name='name 7', surname='surname 7'}
2021-10-13 18:28:29.035 [main] INFO  org.example.App - Entity{id=8, name='name 8', surname='surname 8'}
2021-10-13 18:28:29.035 [main] INFO  org.example.App - Entity{id=9, name='name 9', surname='surname 9'}
2021-10-13 18:28:36.787 [main] INFO  org.example.App - Entity{id=2, name='name 2', surname='surname 2'}
2021-10-13 18:28:45.391 [main] INFO  org.example.App - Entity{id=0, name='name 0', surname='surname 0'}
2021-10-13 18:28:45.394 [main] INFO  org.example.App - Entity{id=1, name='name 1', surname='surname 1'}
2021-10-13 18:28:45.395 [main] INFO  org.example.App - Entity{id=3, name='name 3', surname='surname 3'}
2021-10-13 18:28:45.395 [main] INFO  org.example.App - Entity{id=4, name='name 4', surname='surname 4'}
2021-10-13 18:28:45.395 [main] INFO  org.example.App - Entity{id=5, name='name 5', surname='surname 5'}
2021-10-13 18:28:45.395 [main] INFO  org.example.App - Entity{id=6, name='name 6', surname='surname 6'}
2021-10-13 18:28:45.396 [main] INFO  org.example.App - Entity{id=7, name='name 7', surname='surname 7'}
2021-10-13 18:28:45.396 [main] INFO  org.example.App - Entity{id=8, name='name 8', surname='surname 8'}
2021-10-13 18:28:45.396 [main] INFO  org.example.App - Entity{id=9, name='name 9', surname='surname 9'}
2021-10-13 18:28:56.624 [main] INFO  org.example.App - null
2021-10-13 18:29:11.472 [main] INFO  org.example.App - Entity{id=0, name='name 0', surname='surname 0'}
2021-10-13 18:29:11.478 [main] INFO  org.example.App - Entity{id=1, name='name 1', surname='surname 1'}
2021-10-13 18:29:11.478 [main] INFO  org.example.App - Entity{id=4, name='name 4', surname='surname 4'}
2021-10-13 18:29:11.479 [main] INFO  org.example.App - Entity{id=5, name='name 5', surname='surname 5'}
2021-10-13 18:29:11.479 [main] INFO  org.example.App - Entity{id=6, name='name 6', surname='surname 6'}
2021-10-13 18:29:11.479 [main] INFO  org.example.App - Entity{id=7, name='name 7', surname='surname 7'}
2021-10-13 18:29:11.479 [main] INFO  org.example.App - Entity{id=8, name='name 8', surname='surname 8'}
2021-10-13 18:29:11.479 [main] INFO  org.example.App - Entity{id=9, name='name 9', surname='surname 9'}
2021-10-13 18:29:11.480 [main] INFO  org.example.App - Entity{id=999, name='asdasd', surname='gjghj'}
2021-10-13 18:29:51.996 [main] INFO  org.example.App - Entity{id=0, name='name 0', surname='surname 0'}
2021-10-13 18:29:51.999 [main] INFO  org.example.App - Entity{id=1, name='name 1', surname='surname 1'}
2021-10-13 18:29:51.999 [main] INFO  org.example.App - Entity{id=4, name='name 4', surname='surname 4'}
2021-10-13 18:29:51.999 [main] INFO  org.example.App - Entity{id=5, name='name 5', surname='surname 5'}
2021-10-13 18:29:52.000 [main] INFO  org.example.App - Entity{id=6, name='name 6', surname='surname 6'}
2021-10-13 18:29:52.000 [main] INFO  org.example.App - Entity{id=7, name='name 7', surname='surname 7'}
2021-10-13 18:29:52.000 [main] INFO  org.example.App - Entity{id=8, name='name 8', surname='surname 8'}
2021-10-13 18:29:52.000 [main] INFO  org.example.App - Entity{id=9, name='name 9', surname='surname 9'}
2021-10-13 18:29:52.000 [main] INFO  org.example.App - Entity{id=999, name='asdasd', surname='gjghj'}
2021-10-13 18:34:19.146 [main] INFO  org.example.App - Entity{id=999, name='asdasd', surname='gjghj'}
